labTestId:ID,itemId,label,category,unit,:LABEL
lt_50962,50962,N-Acetylprocainamide (NAPA),Chemistry,,LabTest
lt_51001,51001,Triiodothyronine (T3),Chemistry,,LabTest
lt_51671,51671,IFEgel,Chemistry,,LabTest
lt_53131,53131,5' Nucleotidase,Chemistry,,LabTest
lt_50934,50934,H,Chemistry,,LabTest
lt_50937,50937,Hepatitis A Virus Antibody,Chemistry,,LabTest
lt_51614,51614,Epstein-Barr Virus  EBNA IgG Ab,Chemistry,,LabTest
lt_51674,51674,Immunoglobulin E,Chemistry,,LabTest
lt_51737,51737,STX6,Chemistry,,LabTest
lt_51747,51747,Treponemal Antibody Test,Chemistry,,LabTest
lt_51760,51760,Z,Chemistry,,LabTest
lt_51768,51768,EE6,Chemistry,,LabTest
lt_53152,53152,HIV FINAL,Chemistry,,LabTest
lt_50853,50853,25-OH Vitamin D,Chemistry,,LabTest
lt_50856,50856,Acetaminophen,Chemistry,,LabTest
lt_50929,50929,Gentamicin,Chemistry,,LabTest
lt_51588,51588,CMV IgM Ab,Chemistry,,LabTest
lt_51591,51591,Confirmation,Chemistry,,LabTest
lt_51595,51595,"Creatine Kinase, Isoenzyme MB",Chemistry,,LabTest
lt_51603,51603,Delete,Chemistry,,LabTest
lt_51661,51661,HPE5,Chemistry,,LabTest
lt_51677,51677,K (GREEN),Chemistry,,LabTest
lt_51727,51727,Send Out,Chemistry,,LabTest
lt_53095,53095,Lyme VsIE/PepC10 Antibody,Chemistry,,LabTest
lt_51954,51954,CDT027,Chemistry,,LabTest
lt_51945,51945,Norovirus Genogroup I,Chemistry,,LabTest
lt_51953,51953,Voided Specimen,Chemistry,,LabTest
lt_51928,51928,Alpha-1,Chemistry,,LabTest
lt_51934,51934,C Diff Toxin Antigen Assay,Chemistry,,LabTest
lt_51941,51941,"Glucose, Stool",Chemistry,,LabTest
lt_51931,51931,Beta,Chemistry,,LabTest
lt_51937,51937,"Creatinine, Stool",Chemistry,,LabTest
lt_51064,51064,"Potassium, Stool",Chemistry,,LabTest
lt_51926,51926,(Albumin),Chemistry,,LabTest
lt_51951,51951,"Urea Nitrogen, Stool",Chemistry,,LabTest
lt_51061,51061,"Bicarbonate, Stool",Chemistry,,LabTest
lt_51947,51947,O & P,Chemistry,,LabTest
lt_51063,51063,"Osmolality, Stool",Chemistry,,LabTest
lt_51925,51925,72 Hr Fat,Chemistry,,LabTest
lt_51952,51952,"Uric Acid, Stool",Chemistry,,LabTest
lt_51062,51062,"Chloride, Stool",Chemistry,,LabTest
lt_51065,51065,"Sodium, Stool",Chemistry,,LabTest
lt_51935,51935,"Cholesterol, Stool",Chemistry,,LabTest
lt_51938,51938,Cryptococ,Chemistry,,LabTest
lt_51933,51933,C. diff PCR,Chemistry,,LabTest
lt_51930,51930,"Amylase, Stool",Chemistry,,LabTest
lt_51948,51948,Sudan Stain,Chemistry,,LabTest
lt_51946,51946,Norovirus Genogroup II,Chemistry,,LabTest
lt_51950,51950,"Triglycerides, Stool",Chemistry,,LabTest
lt_51944,51944,"Lactate Dehydrogenase, Stool",Chemistry,,LabTest
lt_51929,51929,Alpha-2,Chemistry,,LabTest
lt_51940,51940,Gamma,Chemistry,,LabTest
lt_51942,51942,"IgG, Stool",Chemistry,,LabTest
lt_51943,51943,"Immunoelectrophoresis, Stool",Chemistry,,LabTest
lt_51936,51936,Clostrid,Chemistry,,LabTest
lt_51927,51927,"Albumin, Stool",Chemistry,,LabTest
lt_51955,51955,unknown,Chemistry,,LabTest
lt_51932,51932,"Bilirubin, Total, Stool",Chemistry,,LabTest
lt_51949,51949,"Total Protein, Stool",Chemistry,,LabTest
lt_51956,51956,CDT027,Chemistry,,LabTest
lt_51939,51939,Fl Scan,Chemistry,,LabTest
lt_51983,51983,"Iron, Urine",Chemistry,,LabTest
lt_51097,51097,"Potassium, Urine",Chemistry,,LabTest
lt_51967,51967,Blood,Chemistry,,LabTest
lt_51976,51976,"Cortisol, Urine",Chemistry,,LabTest
lt_51070,51070,"Albumin/Creatinine, Urine",Chemistry,,LabTest
lt_51988,51988,O & P,Chemistry,,LabTest
lt_52016,52016,Z,Chemistry,,LabTest
lt_52019,52019,PAN2,Chemistry,,LabTest
lt_51091,51091,"Myoglobin, Urine",Chemistry,,LabTest
lt_51073,51073,"Amylase/Creatinine Ratio, Urine",Chemistry,,LabTest
lt_51081,51081,"Creatinine, Serum",Chemistry,,LabTest
lt_51079,51079,"Cocaine, Urine",Chemistry,,LabTest
lt_51995,51995,Study Urine,Chemistry,,LabTest
lt_52004,52004,UTX1,Chemistry,,LabTest
lt_51098,51098,"Prot. Electrophoresis, Urine",Chemistry,,LabTest
lt_51986,51986,Neisseria gonorrhoeae,Chemistry,,LabTest
lt_51071,51071,"Amphetamine Screen, Urine",Chemistry,,LabTest
lt_51072,51072,"Amylase, Urine",Chemistry,,LabTest
lt_51086,51086,"Immunofixation, Urine",Chemistry,,LabTest
lt_51987,51987,Nitrite,Chemistry,,LabTest
lt_52006,52006,UTX3,Chemistry,,LabTest
lt_52014,52014,Voided Specimen,Chemistry,,LabTest
lt_51066,51066,24 hr Calcium,Chemistry,,LabTest
lt_51957,51957,17-Hydroxycorticosteroids,Chemistry,,LabTest
lt_51989,51989,Oxycodone,Chemistry,,LabTest
lt_52017,52017,"Zinc, Urine",Chemistry,,LabTest
lt_51994,51994,Specific Gravity,Chemistry,,LabTest
lt_51069,51069,"Albumin, Urine",Chemistry,,LabTest
lt_51991,51991,"Propoxyphene, Urine",Chemistry,,LabTest
lt_51102,51102,"Total Protein, Urine",Chemistry,,LabTest
lt_52013,52013,Vanillylmandelic Acid,Chemistry,,LabTest
lt_51084,51084,"Glucose, Urine",Chemistry,,LabTest
lt_51089,51089,Marijuana,Chemistry,,LabTest
lt_51966,51966,Bilirubin,Chemistry,,LabTest
lt_51984,51984,Ketone,Chemistry,,LabTest
lt_51998,51998,UPEPgel,Chemistry,,LabTest
lt_51083,51083,"Ethanol, Urine",Chemistry,,LabTest
lt_51104,51104,"Urea Nitrogen, Urine",Chemistry,,LabTest
lt_51960,51960,Aldolase,Chemistry,,LabTest
lt_51972,51972,Chlamydia trachomatis,Chemistry,,LabTest
lt_51974,51974,"Copper, Urine",Chemistry,,LabTest
lt_52008,52008,UTX5,Chemistry,,LabTest
lt_52015,52015,Xylose,Chemistry,,LabTest
lt_52018,52018,PAN1,Chemistry,,LabTest
lt_51095,51095,"Phosphate, Urine",Chemistry,,LabTest
lt_52007,52007,UTX4,Chemistry,,LabTest
lt_51999,51999,Urine Amylase,Chemistry,,LabTest
lt_51080,51080,Creatinine Clearance,Chemistry,,LabTest
lt_51100,51100,"Sodium, Urine",Chemistry,,LabTest
lt_51968,51968,Camp,Chemistry,,LabTest
lt_52730,52730,pH,Chemistry,,LabTest
lt_51090,51090,"Methadone, Urine",Chemistry,,LabTest
lt_51093,51093,"Osmolality, Urine",Chemistry,,LabTest
lt_51068,51068,24 hr Protein,Chemistry,,LabTest
lt_52009,52009,UTX6,Chemistry,,LabTest
lt_52012,52012,UTX9,Chemistry,,LabTest
lt_51096,51096,Porphobilinogen Screen,Chemistry,,LabTest
lt_51959,51959,"5-HIAA, Urine",Chemistry,,LabTest
lt_52703,52703,"Albumin, Urine",Chemistry,,LabTest
lt_51067,51067,24 hr Creatinine,Chemistry,,LabTest
lt_51087,51087,Length of Urine Collection,Chemistry,,LabTest
lt_51106,51106,Urine Creatinine,Chemistry,,LabTest
lt_51105,51105,"Uric Acid, Urine",Chemistry,,LabTest
lt_51971,51971,Ccoc,Chemistry,,LabTest
lt_52720,52720,"HCG, Urine, Qualitative",Chemistry,,LabTest
lt_52020,52020,UTX10,Chemistry,,LabTest
lt_51980,51980,Fentanyl,Chemistry,,LabTest
lt_51996,51996,Trichomonas vaginalis,Chemistry,,LabTest
lt_51078,51078,"Chloride, Urine",Chemistry,,LabTest
lt_51103,51103,Uhold,Chemistry,,LabTest
lt_51978,51978,DirList,Chemistry,,LabTest
lt_51981,51981,Glucose,Chemistry,,LabTest
lt_51076,51076,"Bicarbonate, Urine",Chemistry,,LabTest
lt_51088,51088,"Magnesium, Urine",Chemistry,,LabTest
lt_51092,51092,"Opiate Screen, Urine",Chemistry,,LabTest
lt_51074,51074,"Barbiturate Screen, Urine",Chemistry,,LabTest
lt_51964,51964,"Amylase, Serum",Chemistry,,LabTest
lt_51973,51973,Copi,Chemistry,,LabTest
lt_52002,52002,Urobilinogen,Chemistry,,LabTest
lt_51101,51101,Total Collection Time,Chemistry,,LabTest
lt_51982,51982,"Immunoelectrophoresis, Urine",Chemistry,,LabTest
lt_51099,51099,Protein/Creatinine Ratio,Chemistry,,LabTest
lt_51109,51109,"Urine Volume, Total",Chemistry,,LabTest
lt_51969,51969,"Catecholamines, Urine",Chemistry,,LabTest
lt_51977,51977,"Creatinine, Blood",Chemistry,,LabTest
lt_51997,51997,UIFEgel,Chemistry,,LabTest
lt_51970,51970,Cben,Chemistry,,LabTest
lt_51993,51993,Referred,Chemistry,,LabTest
lt_51107,51107,"Urine tube, held",Chemistry,,LabTest
lt_51958,51958,"17-Ketosteroids, Urine",Chemistry,,LabTest
lt_51962,51962,Alpha-2,Chemistry,,LabTest
lt_52005,52005,UTX2,Chemistry,,LabTest
lt_51075,51075,"Benzodiazepine Screen, Urine",Chemistry,,LabTest
lt_51992,51992,Protein,Chemistry,,LabTest
lt_51961,51961,Alpha-1,Chemistry,,LabTest
lt_51963,51963,Amylase/Creatinine Clearance,Chemistry,,LabTest
lt_51965,51965,Beta,Chemistry,,LabTest
lt_51985,51985,Leukocytes,Chemistry,,LabTest
lt_51979,51979,"Estriol, Urine",Chemistry,,LabTest
lt_51990,51990,"Phenothiazine Screen, Urine",Chemistry,,LabTest
lt_51085,51085,"HCG, Urine, Qualitative",Chemistry,,LabTest
lt_52000,52000,Urine  Creatinine,Chemistry,,LabTest
lt_52003,52003,Uroporphyrins,Chemistry,,LabTest
lt_51094,51094,pH,Chemistry,,LabTest
lt_51108,51108,Urine Volume,Chemistry,,LabTest
lt_52011,52011,UTX8,Chemistry,,LabTest
lt_51082,51082,"Creatinine, Urine",Chemistry,,LabTest
lt_52010,52010,UTX7,Chemistry,,LabTest
lt_51077,51077,"Calcium, Urine",Chemistry,,LabTest
lt_51975,51975,Coproporphyrins,Chemistry,,LabTest
lt_52001,52001,"Urine PEP, Gamma region",Chemistry,,LabTest
lt_50839,50839,"Chloride, Ascites",Chemistry,,LabTest
lt_50846,50846,"Osmolality, Ascites",Chemistry,,LabTest
lt_50838,50838,"Bilirubin, Total, Ascites",Chemistry,,LabTest
lt_53123,53123,"Immunoelectrophoresis, Ascites",Chemistry,,LabTest
lt_50845,50845,"Miscellaneous, Ascites",Chemistry,,LabTest
lt_50844,50844,"Lipase, Ascites",Chemistry,,LabTest
lt_50847,50847,"Potassium, Ascites",Chemistry,,LabTest
lt_53117,53117,Alpha-1,Chemistry,,LabTest
lt_50837,50837,"Bicarbonate, Ascites",Chemistry,,LabTest
lt_53118,53118,Alpha-2,Chemistry,,LabTest
lt_53120,53120,Clostrid,Chemistry,,LabTest
lt_50851,50851,"Urea Nitrogen, Ascites",Chemistry,,LabTest
lt_53119,53119,Beta,Chemistry,,LabTest
lt_53126,53126,"Uric Acid, Ascites",Chemistry,,LabTest
lt_50841,50841,"Creatinine, Ascites",Chemistry,,LabTest
lt_50840,50840,"Cholesterol, Ascites",Chemistry,,LabTest
lt_50835,50835,"Albumin, Ascites",Chemistry,,LabTest
lt_53121,53121,Cryptococ,Chemistry,,LabTest
lt_53116,53116,(Albumin),Chemistry,,LabTest
lt_53122,53122,Fl Scan,Chemistry,,LabTest
lt_50848,50848,"Sodium, Ascites",Chemistry,,LabTest
lt_50849,50849,"Total Protein, Ascites",Chemistry,,LabTest
lt_53124,53124,"Immunoglobulin G, Ascites",Chemistry,,LabTest
lt_50836,50836,"Amylase, Ascites",Chemistry,,LabTest
lt_50850,50850,"Triglycerides, Ascites",Chemistry,,LabTest
lt_50843,50843,"Lactate Dehydrogenase, Ascites",Chemistry,,LabTest
lt_53125,53125,"PEP, Ascites, Gamma Region",Chemistry,,LabTest
lt_50842,50842,"Glucose, Ascites",Chemistry,,LabTest
lt_53127,53127,Voided Specimen,Chemistry,,LabTest
lt_51910,51910,(Albumin),Chemistry,,LabTest
lt_51052,51052,"Creatinine, Pleural",Chemistry,,LabTest
lt_51915,51915,Cryptococ,Chemistry,,LabTest
lt_51046,51046,"Albumin, Pleural",Chemistry,,LabTest
lt_51913,51913,Beta,Chemistry,,LabTest
lt_51048,51048,"Bicarbonate, Pleural",Chemistry,,LabTest
lt_51047,51047,"Amylase, Pleural",Chemistry,,LabTest
lt_51051,51051,"Cholesterol, Pleural",Chemistry,,LabTest
lt_51055,51055,"Lipase, Pleural",Chemistry,,LabTest
lt_51056,51056,"Miscellaneous, Pleural",Chemistry,,LabTest
lt_51920,51920,"PEP, Pleural, Gamma Region",Chemistry,,LabTest
lt_51911,51911,Alpha-1,Chemistry,,LabTest
lt_51918,51918,"Immunoglobulin G, Pleural",Chemistry,,LabTest
lt_51060,51060,"Triglycerides, Pleural",Chemistry,,LabTest
lt_51050,51050,"Chloride, Pleural",Chemistry,,LabTest
lt_51919,51919,"Osmolality, Pleural",Chemistry,,LabTest
lt_51058,51058,"Sodium, Pleural",Chemistry,,LabTest
lt_51921,51921,"proBNP, Pleural",Chemistry,,LabTest
lt_51912,51912,Alpha-2,Chemistry,,LabTest
lt_51923,51923,"Uric Acid, Pleural",Chemistry,,LabTest
lt_51049,51049,"Bilirubin, Total, Pleural",Chemistry,,LabTest
lt_51059,51059,"Total Protein, Pleural",Chemistry,,LabTest
lt_51914,51914,Clostrid,Chemistry,,LabTest
lt_51054,51054,"Lactate Dehydrogenase, Pleural",Chemistry,,LabTest
lt_51917,51917,"Immunoelectrophoresis, Pleural",Chemistry,,LabTest
lt_51057,51057,"Potassium, Pleural",Chemistry,,LabTest
lt_51916,51916,Fl Scan,Chemistry,,LabTest
lt_51924,51924,Voided Specimen,Chemistry,,LabTest
lt_51053,51053,"Glucose, Pleural",Chemistry,,LabTest
lt_51922,51922,"Urea Nitrogen, Pleural",Chemistry,,LabTest
lt_51828,51828,Voided Specimen,Chemistry,,LabTest
lt_51809,51809,Alpha-2,Chemistry,,LabTest
lt_51810,51810,Beta,Chemistry,,LabTest
lt_51812,51812,"Bilirubin, Total, Joint Fluid",Chemistry,,LabTest
lt_51824,51824,"Triglycerides, Joint Fluid",Chemistry,,LabTest
lt_51814,51814,"Cholesterol, Joint Fluid",Chemistry,,LabTest
lt_51023,51023,"LD, Joint Fluid",Chemistry,,LabTest
lt_51816,51816,Cryptococ,Chemistry,,LabTest
lt_51825,51825,"Urea Nitrogen, Joint Fluid",Chemistry,,LabTest
lt_51019,51019,"Albumin, Joint Fluid",Chemistry,,LabTest
lt_51020,51020,"Amylase, Joint Fluid",Chemistry,,LabTest
lt_51024,51024,"Total Protein, Joint Fluid",Chemistry,,LabTest
lt_51807,51807,(Albumin),Chemistry,,LabTest
lt_51815,51815,Clostrid,Chemistry,,LabTest
lt_51826,51826,"Uric Acid, Joint Fluid",Chemistry,,LabTest
lt_51808,51808,Alpha-1,Chemistry,,LabTest
lt_51823,51823,"Sodium, Joint Fluid",Chemistry,,LabTest
lt_51818,51818,"IgG, Joint Fluid",Chemistry,,LabTest
lt_51022,51022,"Glucose, Joint Fluid",Chemistry,,LabTest
lt_51822,51822,"Potassium, Joint Fluid",Chemistry,,LabTest
lt_51819,51819,"Immunoelectrophoresis, Joint Fluid",Chemistry,,LabTest
lt_51821,51821,"PEP, Joint Fluid, Gamma Region",Chemistry,,LabTest
lt_51813,51813,"Chloride, Joint Fluid",Chemistry,,LabTest
lt_51817,51817,Fl Scan,Chemistry,,LabTest
lt_51820,51820,"Osmolality, Joint Fluid",Chemistry,,LabTest
lt_51827,51827,Voided Specimen,Chemistry,,LabTest
lt_51021,51021,"Creatinine, Joint Fluid",Chemistry,,LabTest
lt_51811,51811,"Bicarbonate,Joint Fluid",Chemistry,,LabTest
lt_51840,51840,Beta,Chemistry,,LabTest
lt_51861,51861,"Immunoelectrophoresis, Fluid",Chemistry,,LabTest
lt_51869,51869,"Influenza A, Rapid Antigen",Chemistry,,LabTest
lt_51894,51894,"Strep A, Rapid Antigen",Chemistry,,LabTest
lt_51025,51025,"Albumin, Body Fluid",Chemistry,,LabTest
lt_51858,51858,HIV 1 Viral Load,Chemistry,,LabTest
lt_51882,51882,O & P,Chemistry,,LabTest
lt_51865,51865,Influenza A by PCR,Chemistry,,LabTest
lt_51841,51841,"Blood, Occult",Chemistry,,LabTest
lt_51876,51876,"L/S Ratio, Amniotic Fluid",Chemistry,,LabTest
lt_51877,51877,MRSA PCR,Chemistry,,LabTest
lt_51838,51838,Alpha-2,Chemistry,,LabTest
lt_51895,51895,"Strep A, Rapid Antigen",Chemistry,,LabTest
lt_51843,51843,C. diff PCR,Chemistry,,LabTest
lt_51042,51042,"Sodium, Body Fluid",Chemistry,,LabTest
lt_51893,51893,Staph aureus PCR,Chemistry,,LabTest
lt_51036,51036,"Lipase, Body Fluid",Chemistry,,LabTest
lt_51829,51829,72 Hr Fat,Chemistry,,LabTest
lt_51857,51857,Fl Scan,Chemistry,,LabTest
lt_53115,53115,RSV2,Chemistry,,LabTest
lt_51027,51027,"Bicarbonate, Other Fluid",Chemistry,,LabTest
lt_51033,51033,FetalFN,Chemistry,,LabTest
lt_51037,51037,"Magnesium, Body Fluid",Chemistry,,LabTest
lt_51870,51870,"Influenza A, Rapid Antigen",Chemistry,,LabTest
lt_53114,53114,RSV1,Chemistry,,LabTest
lt_51847,51847,Clostrid,Chemistry,,LabTest
lt_51881,51881,Norovirus Genogroup II,Chemistry,,LabTest
lt_51854,51854,Cryptococ,Chemistry,,LabTest
lt_51899,51899,Trichomonas vaginalis,Chemistry,,LabTest
lt_51839,51839,Anat Path Hold,Chemistry,,LabTest
lt_53099,53099,COV12,Chemistry,,LabTest
lt_53110,53110,FLUB2,Chemistry,,LabTest
lt_51862,51862,"Immunoglobulin G, Body Fluid",Chemistry,,LabTest
lt_51889,51889,Phosphatidylglycerol,Chemistry,,LabTest
lt_51038,51038,"Miscellaneous, Body Fluid",Chemistry,,LabTest
lt_53098,53098,COV11,Chemistry,,LabTest
lt_53107,53107,FLUA1,Chemistry,,LabTest
lt_53113,53113,Rapid Respiratory Syncytial Virus,Chemistry,,LabTest
lt_51029,51029,"Calcium, Body Fluid",Chemistry,,LabTest
lt_51026,51026,"Amylase, Body Fluid",Chemistry,,LabTest
lt_51028,51028,"Bilirubin, Total, Body Fluid",Chemistry,,LabTest
lt_51040,51040,"Phosphate, Body Fluid",Chemistry,,LabTest
lt_53106,53106,E GENE ENDPT,Chemistry,,LabTest
lt_51035,51035,"LD, Body Fluid",Chemistry,,LabTest
lt_51833,51833,"AFP, Amniotic Fluid",Chemistry,,LabTest
lt_51901,51901,Voided Specimen,Chemistry,,LabTest
lt_51887,51887,"PEP, Body Fluid",Chemistry,,LabTest
lt_53105,53105,E GENE CT,Chemistry,,LabTest
lt_51045,51045,"Urea Nitrogen, Body Fluid",Chemistry,,LabTest
lt_51831,51831,Acid MAO,Chemistry,,LabTest
lt_51872,51872,Influenza B by PCR,Chemistry,,LabTest
lt_51031,51031,"Cholesterol, Body Fluid",Chemistry,,LabTest
lt_51842,51842,Bun,Chemistry,,LabTest
lt_51856,51856,Epr,Chemistry,,LabTest
lt_51897,51897,Surfactant/Albumin,Chemistry,,LabTest
lt_51907,51907,reuse1,Chemistry,,LabTest
lt_51874,51874,"Influenza B, Rapid Antigen",Chemistry,,LabTest
lt_51905,51905, ,Chemistry,,LabTest
lt_51044,51044,Triglycer,Chemistry,,LabTest
lt_53109,53109,FLUB1,Chemistry,,LabTest
lt_53112,53112,N2 GENE ENDPT,Chemistry,,LabTest
lt_51880,51880,Norovirus Genogroup I,Chemistry,,LabTest
lt_51835,51835,(Albumi,Chemistry,,LabTest
lt_51030,51030,"Chloride, Body Fluid",Chemistry,,LabTest
lt_51896,51896,Sudan Stain,Chemistry,,LabTest
lt_51837,51837,Alpha-1,Chemistry,,LabTest
lt_51844,51844,C diff Toxin Antigen Assay,Chemistry,,LabTest
lt_51846,51846,Chlamydia trachomatis,Chemistry,,LabTest
lt_51875,51875,"Influenza B, Rapid Antigen",Chemistry,,LabTest
lt_51855,51855,"DSPC, Amniotic Fluid",Chemistry,,LabTest
lt_53108,53108,FLUA2,Chemistry,,LabTest
lt_51041,51041,"Potassium, Body Fluid",Chemistry,,LabTest
lt_51904,51904,PAN2,Chemistry,,LabTest
lt_51902,51902,Vpf,Chemistry,,LabTest
lt_51906,51906,reuse,Chemistry,,LabTest
lt_51032,51032,"Creatinine, Body Fluid",Chemistry,,LabTest
lt_51898,51898,Surf/Alb,Chemistry,,LabTest
lt_51834,51834,"AFP, Body Fluid",Chemistry,,LabTest
lt_51039,51039,"Osmolality, Body Fluid",Chemistry,,LabTest
lt_51888,51888,"PEP, Body Fluid, Gamma Region",Chemistry,,LabTest
lt_51900,51900,"Uric Acid, Body Fluid",Chemistry,,LabTest
lt_53100,53100,COV13,Chemistry,,LabTest
lt_53111,53111,N2 GENE CT,Chemistry,,LabTest
lt_53097,53097,COV10,Chemistry,,LabTest
lt_51043,51043,"Total Protein, Body Fluid",Chemistry,,LabTest
lt_51873,51873,Influenza B by PCR,Chemistry,,LabTest
lt_51903,51903,PAN1,Chemistry,,LabTest
lt_51034,51034,"Glucose, Body Fluid",Chemistry,,LabTest
lt_51864,51864,Influenza A by PCR,Chemistry,,LabTest
lt_51836,51836,<Albumin>,Chemistry,,LabTest
lt_51830,51830,Acid BAO,Chemistry,,LabTest
lt_51879,51879,Neisseria gonorrhoeae,Chemistry,,LabTest
lt_51799,51799,"PEP, CSF, Gamma Region",Chemistry,,LabTest
lt_51785,51785,"Cholesterol, CSF",Chemistry,,LabTest
lt_51800,51800,"Potassium, CSF",Chemistry,,LabTest
lt_51795,51795,"Lactate Dehydrogenase, CSF",Chemistry,,LabTest
lt_51790,51790,"Glucose, CSF",Chemistry,,LabTest
lt_51788,51788,Cryptococ,Chemistry,,LabTest
lt_51794,51794,"Immunoglobulin G, CSF",Chemistry,,LabTest
lt_51806,51806,Voided Specimen,Chemistry,,LabTest
lt_51789,51789,Fl Scan,Chemistry,,LabTest
lt_51793,51793,"Immunoglobulin G, CSF",Chemistry,,LabTest
lt_51796,51796,"Miscellaneous, CSF",Chemistry,,LabTest
lt_51787,51787,"Creatinine, CSF",Chemistry,,LabTest
lt_51802,51802,"Total Protein, CSF",Chemistry,,LabTest
lt_51778,51778,Alpha-1,Chemistry,,LabTest
lt_51779,51779,Alpha-2,Chemistry,,LabTest
lt_51792,51792,"Immunoelectrophoresis, CSF",Chemistry,,LabTest
lt_51780,51780,"Amylase, CSF",Chemistry,,LabTest
lt_51782,51782,"Bicarbonate, CSF",Chemistry,,LabTest
lt_51805,51805,"Uric Acid, CSF",Chemistry,,LabTest
lt_51783,51783,"Bilirubin, Total, CSF",Chemistry,,LabTest
lt_51776,51776,<Albumin>,Chemistry,,LabTest
lt_51775,51775,(Albumin),Chemistry,,LabTest
lt_51777,51777,"Albumin, CSF",Chemistry,,LabTest
lt_51801,51801,"Sodium, CSF",Chemistry,,LabTest
lt_51798,51798,"PEP, CSF",Chemistry,,LabTest
lt_51786,51786,Clostrid,Chemistry,,LabTest
lt_51797,51797,"Osmolality, CSF",Chemistry,,LabTest
lt_51784,51784,"Chloride, CSF",Chemistry,,LabTest
lt_51791,51791,HIV 1 Viral Load,Chemistry,,LabTest
lt_51803,51803,"Triglycerides, CSF",Chemistry,,LabTest
lt_51804,51804,"Urea Nitrogen, CSF",Chemistry,,LabTest
lt_51781,51781,Beta,Chemistry,,LabTest
lt_52290,52290,Dna,Hematology,,LabTest
lt_52398,52398,FL2-%FL1,Hematology,,LabTest
lt_52397,52397,FL2-D,Hematology,,LabTest
lt_52401,52401,SSC-D,Hematology,,LabTest
lt_52396,52396,FL1-S,Hematology,,LabTest
lt_52402,52402,SSC-S,Hematology,,LabTest
lt_52395,52395,FL1-%FL2,Hematology,,LabTest
lt_52400,52400,FSC-S,Hematology,,LabTest
lt_52394,52394,FL1-D,Hematology,,LabTest
lt_52399,52399,FL2-S,Hematology,,LabTest
lt_51138,51138,Anticardiolipin Antibody IgG,Hematology,,LabTest
lt_51163,51163,CD16/56%,Hematology,,LabTest
lt_51201,51201,Epinepherine,Hematology,,LabTest
lt_51229,51229,"Heparin, LMW",Hematology,,LabTest
lt_51254,51254,Monocytes,Hematology,,LabTest
lt_51259,51259,Other Cells,Hematology,,LabTest
lt_52145,52145,Mono Spot Test,Hematology,,LabTest
lt_52169,52169,QFib,Hematology,,LabTest
lt_52205,52205,RetScat,Hematology,,LabTest
lt_52769,52769,Absolute Lymphocyte Count,Hematology,,LabTest
lt_52853,52853,Factor XII,Hematology,,LabTest
lt_51155,51155,CD11c,Hematology,,LabTest
lt_51267,51267,Poikilocytosis,Hematology,,LabTest
lt_51273,51273,"Protein S, Functional",Hematology,,LabTest
lt_51280,51280,Reptilase Time,Hematology,,LabTest
lt_52092,52092,CD56 %,Hematology,,LabTest
lt_52130,52130,Histiocytes,Hematology,,LabTest
lt_52138,52138,Kct,Hematology,,LabTest
lt_52154,52154,P2Y12 Reaction Units,Hematology,,LabTest
lt_52934,52934,"Reticulocyte Count, Manual",Hematology,,LabTest
lt_51189,51189,CD57,Hematology,,LabTest
lt_51205,51205,Factor VII,Hematology,,LabTest
lt_51252,51252,Microcytes,Hematology,,LabTest
lt_51279,51279,Red Blood Cells,Hematology,,LabTest
lt_51291,51291,Sickle Cells,Hematology,,LabTest
lt_52083,52083,Autohem+g,Hematology,,LabTest
lt_52186,52186,Test,Hematology,,LabTest
lt_51167,51167,CD2,Hematology,,LabTest
lt_52098,52098,Clot Lysis,Hematology,,LabTest
lt_52113,52113,Factor IX Inhibitor,Hematology,,LabTest
lt_52189,52189,Thrombin Time Control,Hematology,,LabTest
lt_52204,52204,RBCDist,Hematology,,LabTest
lt_51187,51187,CD55,Hematology,,LabTest
lt_51230,51230,HLA-DR,Hematology,,LabTest
lt_51233,51233,Hypochromia,Hematology,,LabTest
lt_52135,52135,Immature Granulocytes,Hematology,,LabTest
lt_52181,52181,Stomatocyte,Hematology,,LabTest
lt_52195,52195,Voided Specimen,Hematology,,LabTest
lt_51224,51224,Hemoglobin C,Hematology,,LabTest
lt_51276,51276,Quantitative G6PD,Hematology,,LabTest
lt_52082,52082,Aspirin Reactivity,Hematology,,LabTest
lt_52096,52096,Chloroacetate,Hematology,,LabTest
lt_52144,52144,Methemoglobin,Hematology,,LabTest
lt_52146,52146,Naphtol Acetate Stain,Hematology,,LabTest
lt_52163,52163,PT Control,Hematology,,LabTest
lt_51180,51180,"CD4 Cells, Percent",Hematology,,LabTest
lt_52077,52077,Acidserum,Hematology,,LabTest
lt_52102,52102,Crenated Cells,Hematology,,LabTest
lt_52103,52103,Cross Imm,Hematology,,LabTest
lt_52147,52147,NEUTX,Hematology,,LabTest
lt_52156,52156,Peroxidase Staining,Hematology,,LabTest
lt_52159,52159,Platelet Aggregation,Hematology,,LabTest
lt_51135,51135,ADP,Hematology,,LabTest
lt_51153,51153,CD103,Hematology,,LabTest
lt_51268,51268,Polychromasia,Hematology,,LabTest
lt_52203,52203,RBCAgg,Hematology,,LabTest
lt_52208,52208,BasoFlg,Hematology,,LabTest
lt_51143,51143,Atypical Lymphocytes,Hematology,,LabTest
lt_51147,51147,Bite Cells,Hematology,,LabTest
lt_51184,51184,CD5,Hematology,,LabTest
lt_51196,51196,D-Dimer,Hematology,,LabTest
